시도명,시군구명,시설구분,시설명,상세주소,시설면적,주거능력,관리부서,지자체담당자연락처,경도,위도
전라남도,광양시,관공서,옥룡면사무소,전라남도 광양시 옥룡면 신재로 624,421,161,옥룡면장,061-797-2612,127.61926041,35.01694215
전라남도,광양시,교회,대방교회,전라남도 광양시 옥룡면 신재로 708,1735,667,정은채,061-762-2616,127.61882253,35.02442107
전라남도,광양시,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",백운도솔관,전라남도 광양시 옥룡면 신재로 615,1145,440,김영진,061-797-2603,127.61864649,35.01615256
전라남도,광양시,경로당,외산경모정,전라남도 광양시 옥룡면 외산길 39,105,40,박준순,010-3618-3410,127.60072512,35.04742775
전라남도,광양시,기타시설,전라남도자연탐구수련원,전라남도 광양시 옥룡면 신재로 1549-8 ,1225,471,이현녕,061-762-0234,127.60012021,35.08629089
전라남도,광양시,학교,옥룡북초등학교,전라남도 광양시 옥룡면 청평길 7,1754,674,,,127.616504,35.041434
전라남도,광양시,기타시설,백운프라자,전라남도 광양시 옥룡면 신재로 826,500,192,권동철,061-763-2622,127.61777453,35.0333811
전라남도,광양시,학교,옥곡초등학교 체육관,전라남도 광양시 옥곡면 옥진로 623,4600,1769,옥곡초등학교장,061-772-6008,127.70128427,34.9947922
전라남도,광양시,관공서,옥곡면사무소,전라남도 광양시 옥곡면 옥진로 656,323,124,옥곡면장,061-797-2604,127.69891529,34.98953332
전라남도,광양시,학교,한국항만물류고등학교,전라남도 광양시 진상면 신시길 177,7280,2800,백기언,061-797-0304,127.71751371,35.01749123
전라남도,광양시,학교,진상초등학교,전라남도 광양시 진상면 신시2길 44,17135,6590,,,127.715607,35.020049
전라남도,광양시,마을회관,섬거회관,전라남도 광양시 진상면 섬거2길 6,240,92,엄기웅,017-620-9007,127.71505861,35.02122614
전라남도,광양시,마을회관,신시회관,전라남도 광양시 진상면 학연로 17-3 ,198,76,김순조,010-9230-6733,127.71837215,35.01938748
경상북도,포항시,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",흥해실내체육관,경상북도 포항시 북구 흥해읍 동해대로 1513,2173,600,손윤호,054-280-9500,129.3406691,36.1071068
경상북도,포항시,학교,흥해남산초등학교,경상북도 포항시 북구 흥해읍 남미질로 26,925,280,남미옥,054-262-2432,129.34555848,36.10451477
경상북도,포항시,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",흥해종합복지문화센터,경상북도 포항시 북구 흥해읍 한동로 52,580,150,박성대,054-240-7297,129.3470064,36.110227
경상북도,포항시,마을회관,죽천2리마을회관,경상북도 포항시 북구 흥해읍 죽천길 13,202,60,윤상배,010-4158-2634,129.41644892,36.08375935
경상북도,포항시,마을회관,칠포1리마을회관,경상북도 포항시 북구 흥해읍 해안로 1555,143,43,정학용,010-3827-8380,129.39542883,36.14388463
경상북도,포항시,학교,학천초등학교,경상북도 포항시 북구 흥해읍 도음로856번길 17,432,130,박영희,054-262-0595,129.32768081,36.07683348
경상북도,포항시,학교,달전초등학교,경상북도 포항시 북구 흥해읍 달전로 215,808,244,조상국,054-261-6836,129.33482275,36.06321344
경상북도,포항시,학교,신광초등학교,경상북도 포항시 북구 신광면 토성길 31,992,300,권명희,054-243-9243,129.26247574,36.12966112
경상북도,포항시,학교,신광중학교,경상북도 포항시 북구 신광면 토성길51번길 19-2 ,1157,350,이해영,054-243-0004,129.26401998,36.13032598
경상북도,포항시,관공서,신광면 행정복지센터,경상북도 포항시 북구 신광면 토성길37번길 13,330,100,오정권,,129.26294988,36.13014316
경상북도,포항시,학교,청하초등학교,경상북도 포항시 북구 청하면 청하로217번길 19,1091,330,남상직,054-232-3625,129.33775036,36.19856059
경상북도,포항시,학교,포항여자중학교,경상북도 포항시 북구 장미길 49(우현동),1089,330,임병돈,054-241-0666,129.36353171,36.05408556
경상북도,포항시,학교,세화고등학교,경상북도 포항시 북구 아치로 94(우현동),830,252,김진구,054-249-0813,129.35242163,36.05431027
경상북도,포항시,학교,포항중앙초등학교,경상북도 포항시 북구 우창동로 73(우현동),747,226,권혁본,054-242-4990,129.36595198,36.05909865
경상북도,포항시,학교,창포중학교,경상북도 포항시 북구 새천년대로1075번길 30(창포동),1033,313,김종호,054-246-6298,129.36884774,36.06610375
경상북도,포항시,학교,동부초등학교,경상북도 포항시 북구 삼호로 273(두호동),526,150,김은자,054-256-2831,129.38098943,36.06261249
경상북도,포항시,학교,두호남부초등학교,경상북도 포항시 북구 두호로52번길 13(두호동),711,210,김효주,,129.37381639,36.06160983
경상북도,포항시,관공서,두호동행정복지센터,경상북도 포항시 북구 삼호로 260(두호동),195,50,이재용,054-246-0131,129.38009133,36.06086431
경상북도,포항시,학교,장량초등학교,경상북도 포항시 북구 삼흥로100번길 9(장성동),215,60,백경준,054-248-5327,129.38035824,36.07146094
경상북도,포항시,학교,장성초등학교,경상북도 포항시 북구 새천년대로1123번길 6(장성동),1000,300,박정순,054-246-7349,129.37184843,36.06978983
경상북도,포항시,학교,장흥초등학교,경상북도 포항시 북구 양덕남로 11(장성동),637,193,김정수,054-250-5700,129.3929461,36.07883836
경상북도,포항시,학교,장성고등학교,경상북도 포항시 북구 법원로 117(장성동),768,233,이판수,054-250-0700,129.38480373,36.08590737
경상북도,포항시,경로당,장량경로당,경상북도 포항시 북구 삼흥로 77-14 (장성동),83,20,임중성,054-247-2288,129.37840642,36.06925221
경상북도,포항시,관공서,장량동행정복지센터,경상북도 포항시 북구 장량로 50(장성동),132,30,김규만,054-246-0141,129.3858895,36.0822839
경상북도,포항시,학교,포항양덕초등학교,경상북도 포항시 북구 양덕로 20-5 (양덕동),870,264,이대식,054-255-0074,129.40329603,36.07980684
경상북도,포항시,기타시설,경북학생문화회관,경상북도 포항시 북구 환호로 50(양덕동),1242,376,박병길,054-245-7718,129.39155694,36.07387544
경상북도,포항시,학교,항도중학교,경상북도 포항시 북구 중흥로 170(죽도동),1322,350,정원하,054-283-4697,129.35631863,36.01843102
경상북도,포항시,학교,죽도초등학교,경상북도 포항시 북구 중흥로 195(죽도동),926,280,김순화,054-274-1089,129.35602127,36.02213755
경상북도,포항시,학교,포항영흥초등학교,경상북도 포항시 북구 죽도로68번길 16-14 (죽도동),992,300,김영일,054-281-0766,129.36736292,36.03098045
경상북도,포항시,학교,대잠초등학교,경상북도 포항시 북구 중흥로161번길 16(죽도동),1421,420,이명주,054-283-8511,129.35409536,36.01995728
경상북도,포항시,경로당,죽도영흥경로당,경상북도 포항시 북구 양학천로 219(죽도동),99,30,임옥순,054-272-2781,129.36833817,36.02892854
경상북도,포항시,관공서,죽도동행정복지센터,경상북도 포항시 북구 죽도로40번길 28(죽도동),1086,30,공석,054-240-7773,129.36326622,36.03119222
경상북도,경주시,학교,신라초등학교,경상북도 경주시 금성로183번길 28(사정동),198,77,,,129.20425456,35.83451923
경상북도,경주시,학교,선덕여자고등학교,경상북도 경주시 양정로 20-11 (인왕동),780,300,,,129.22376913,35.83797127
경상북도,경주시,학교,월성중학교,경상북도 경주시 충효7길 19(충효동),264,102,,,129.17614614,35.84232206
경상북도,경주시,학교,신라고등학교,경상북도 경주시 태종로 526(충효동),896,345,,,129.18759084,35.84008942
경상북도,경주시,학교,경주초등학교,경상북도 경주시 충효2길 20(충효동),1059,408,,,129.1895563,35.84237343
경상북도,경주시,학교,문화고등학교,경상북도 경주시 충현로 98(충효동),150,58,,,129.16873764,35.8532162
경상북도,경주시,학교,경주정보고등학교,경상북도 경주시 충효7길 19(충효동),837,322,,,129.17614614,35.84232206
경상북도,경주시,학교,문화고등학교,경상북도 경주시 충현로 98(충효동),1190,458,,,129.16873764,35.8532162
경상북도,경주시,학교,경주여자중학교,경상북도 경주시 태종로 613-12 (서악동),2041,785,,,129.194951,35.839254
경상북도,경주시,학교,동방초등학교,경상북도 경주시 산업로 3485-8 (동방동),675,260,,,129.26232377,35.80368738
경상북도,경주시,학교,신라중학교,경상북도 경주시 알천북로 143(황성동),1047,403,,,129.21705547,35.85483931
경상북도,경주시,학교,계림중학교,경상북도 경주시 용담로 68(황성동),1280,493,,,129.2139603,35.86385056
경상북도,경주시,학교,서라벌여자중학교,경상북도 경주시 알천북로145번길 23(황성동),892,344,,,129.21705547,35.85483931
경상북도,경주시,학교,계림고등학교,경상북도 경주시 용담로 122(황성동),1475,568,,,129.2085568,35.86591992
경상북도,경주시,학교,용황초등학교,경상북도 경주시 원지길30번길 31(황성동),819,315,,,129.22075708,35.86506131
경상북도,포항시,학교,청하중학교,경상북도 포항시 북구 청하면 청하로151번길 26,694,260,박창원,054-232-4014,129.33508974,36.19445929
경상북도,포항시,학교,월포초등학교,경상북도 포항시 북구 청하면 월포로 146,397,120,윤춘식,054-232-3505,129.36793939,36.20299379
경상북도,포항시,학교,송라초등학교,경상북도 포항시 북구 송라면 보경로 55-10 ,602,231,권오승,054-243-5505,129.35500048,36.22838718
경상북도,포항시,마을회관,면민복지회관,경상북도 포항시 북구 송라면 보경로53번길 14,460,176,이정숙,010-5436-1857,129.35671843,36.22738242
경상북도,포항시,학교,기계고등학교,경상북도 포항시 북구 기계면 기계로 218,680,261,행정실,054-246-6056,129.19608597,36.07729113
경상북도,포항시,학교,기계초등학교,경상북도 포항시 북구 기계면 기계로 122,418,120,행정실,054-246-2143,129.20356496,36.07226891
경상북도,포항시,관공서,기계면행정복지센터,경상북도 포항시 북구 기계면 근면길 14,284,80,손창호,054-243-2001,129.21024065,36.07230962
경상북도,포항시,학교,서포중학교,경상북도 포항시 북구 죽장면 일광길 2,1238,300,윤기준,054-243-3203,129.09329541,36.16423244
경상북도,포항시,관공서,죽장면민복지회관,경상북도 포항시 북구 죽장면 새마을로 3599,431,50,정국태,054-243-3001,129.09439225,36.16051249
경상북도,포항시,학교,기계중학교상옥분교,경상북도 포항시 북구 죽장면 죽장로 1860,821,200,박성순,054-262-4355,129.21482705,36.25118196
경상북도,포항시,학교,기계중학교 기북분교,경상북도 포항시 북구 기북면 기북로 469,727,150,박성순,054-243-5477,129.16677358,36.13128222
경상북도,포항시,관공서,기북면사무소,경상북도 포항시 북구 기북면 기북로 443,496,50,이병진,054-240-7700,129.16641923,36.12858421
경상북도,포항시,기타시설,덕동문화체험관,경상북도 포항시 북구 기북면 덕동문화길 7,1500,300,홍두관,054-280-9371,129.18574542,36.16513774
경상북도,경주시,학교,계림초등학교,경상북도 경주시 동문로43번길 16(북부동),1152,444,,,129.21288104,35.84911254
경상북도,경주시,학교,경주고등학교,경상북도 경주시 원효로 231(황오동),400,154,,,129.22584618,35.8434799
경상북도,경주시,학교,월성초등학교,경상북도 경주시 원효로 67(노서동),1084,417,,,129.20783545,35.84278977
경상북도,경주시,학교,흥무초등학교,경상북도 경주시 금성로347번길 30(성건동),834,321,,,129.20412832,35.84937289
경상북도,포항시,학교,환호여자중학교,경상북도 포항시 북구 삼호로 480-6 (환호동),1074,325,윤강희,054-251-7053,129.4015252,36.07177599
경상북도,포항시,학교,대도중학교,경상북도 포항시 북구 삼호로509번길 12(환호동),1071,320,이상운,054-251-7771,129.39597318,36.07245446
경상북도,포항시,학교,포항해양과학고등학교,경상북도 포항시 북구 여남포길21번길 18(여남동),1396,536,최영택,054-252-0112,129.40701938,36.07466394
경상북도,김천시,학교,김천여자고등학교,경상북도 김천시 모암사랑10길 9(모암동),1168,449,백광호,054-434-1770,128.12868138,36.12678173
경상북도,김천시,경로당,모암경로당,경상북도 김천시 모암사랑5길 13(모암동),238,91,김세종,054-421-2313,128.12620193,36.12301652
경상북도,김천시,관공서,자산동 주민센터,경상북도 김천시 용암로 27(모암동),1404,540,노정헌,054-421-2317,128.12778537,36.1221799
경상북도,김천시,학교,김천여자중학교,경상북도 김천시 자산로 168(성내동),929,357,금미경,054-420-3100,128.11826897,36.125432
경상북도,김천시,경로당,성내경로당,경상북도 김천시 충효3길 5(성내동),98,37,김세종,054-421-2313,128.12051561,36.1228814
경상북도,경주시,학교,감포초등학교,경상북도 경주시 감포읍 감포로10길 21,743,286,,,129.50196525,35.80994393
경상북도,경주시,학교,사방초등학교,경상북도 경주시 안강읍 사방검단길 54,379,146,,,129.22597653,35.93852842
경상북도,경주시,학교,옥산초등학교,경상북도 경주시 안강읍 낙헌2길 48,458,177,,,129.169599,35.995363
경상북도,경주시,학교,경주예일고등학교,경상북도 경주시 안강읍 화전길 62-8 ,600,231,,,129.21148512,35.99297532
경상북도,경주시,학교,산대초등학교,경상북도 경주시 안강읍 구부랑길 54-5 ,907,349,,,129.19765398,36.0027647
경상북도,경주시,학교,안강전자고등학교,경상북도 경주시 안강읍 안강중앙로 269,1023,394,,,129.23008602,35.99219508
경상북도,경주시,학교,안강초등학교,경상북도 경주시 안강읍 비화원로 34,999,385,,,129.22910456,35.99046615
경상북도,경주시,학교,안강제일초등학교,경상북도 경주시 안강읍 안강중앙로 189,1084,417,,,129.22085852,35.9938172
경상북도,경주시,학교,무산고등학교,경상북도 경주시 건천읍 천포방내길 18,814,314,,,129.09750511,35.8452044
경상북도,경주시,학교,천포초등학교,경상북도 경주시 건천읍 단석로 1929,156,60,,,129.09466903,35.84549343
경상북도,경주시,학교,건천초등학교,경상북도 경주시 건천읍 내서로 1105,1084,417,,,129.10319555,35.85073226
경상북도,경주시,학교,입실초등학교,경상북도 경주시 외동읍 입실로1길 94,939,362,,,129.3246555,35.71663071
경상북도,경주시,학교,모화초등학교,경상북도 경주시 외동읍 계동1길 12,850,327,,,129.33297718,35.67713962
경상북도,경주시,학교,연안초등학교,경상북도 경주시 외동읍 연안1길 15,353,136,,,129.31891203,35.727696
경상북도,경주시,학교,양북초등학교,경상북도 경주시 문무대왕면 어일남길 2,694,267,정재랑,054-746-4501,129.44363843,35.78564048
경상북도,경주시,학교,양남중학교,경상북도 경주시 양남면 양남로 325-3 ,512,197,,,129.46050316,35.67411992
경상북도,경주시,학교,나산초등학교,경상북도 경주시 양남면 동해안로 625-9 ,965,372,,,129.47017251,35.69791737
경상북도,경주시,학교,삼성생활예술고등학교,경상북도 경주시 내남면 이조중앙길 27,966,372,,,129.19916367,35.75210437
경상북도,경주시,학교,유림초등학교,경상북도 경주시 용담로104번길 43-4 (황성동),270,104,,,129.21308471,35.86844729
경상북도,경주시,학교,용강초등학교,경상북도 경주시 승삼2길 9(용강동),784,302,,,129.22932337,35.87575777
경상북도,경주시,학교,황성초등학교,경상북도 경주시 양정로287번길 12(용강동),732,282,,,129.223127,35.85961627
경상북도,경주시,학교,근화여자고등학교,경상북도 경주시 승삼2길 55(용강동),2978,1146,,,129.22692307,35.87130364
경상북도,경주시,학교,황남초등학교(신),경상북도 경주시 광중2길 40(용강동),698,269,,,129.22967025,35.88499913
경상북도,경주시,학교,동천초등학교,경상북도 경주시 알천북로249번길 20(동천동),1084,417,,,129.2277113,35.84822245
경상북도,경주시,학교,경주여자정보고등학교,경상북도 경주시 시동로 90(시래동),1564,602,,,129.29060761,35.77303694
경상북도,경주시,학교,불국중학교,경상북도 경주시 구매2길 35-12 (시래동),758,292,,,129.3090136,35.77354987
경상북도,경주시,학교,불국사초등학교,경상북도 경주시 불국사초등길 27(구정동),764,294,,,129.3013365,35.77796103
경상북도,경주시,학교,한국국제통상마이스터고등학교,경상북도 경주시 감포읍 감포로12길 20,576,222,,,129.5067567,35.81107704
경상북도,경주시,학교,경주여자고등학교,경상북도 경주시 금성로 437(성건동),1876,722,,,129.20590718,35.85741631
경상북도,경주시,학교,경주공업고등학교,경상북도 경주시 금성로 209(사정동),726,280,,,129.20586877,35.83595633
경상북도,김천시,관공서,김천시청사,경상북도 김천시 시청1길 1(신음동),12313,4735,김현이,054-421-2387,128.11382515,36.13985494
경상북도,김천시,관공서,김천시청사,경상북도 김천시 시청1길 1(신음동),972,373,김현이,054-421-2387,128.11382515,36.13985494
경상북도,김천시,학교,김천예술고등학교,경상북도 김천시 한일길 11-30 (교동),1339,515,김현이,054-421-2387,128.09620298,36.13756677
경상북도,김천시,학교,김천예술고등학교,경상북도 김천시 한일길 11-30 (교동),1850,711,김을일,054-421-2384,128.09620298,36.13756677
경상북도,김천시,학교,김천생명과학고등학교,경상북도 김천시 부거리길 310(교동),5034,1936,김현이,054-421-2387,128.09975208,36.13562711
경상북도,김천시,학교,한일여자중학교,경상북도 김천시 한일길 11-30 (교동),802,308,,054-431-7021,128.09611335,36.13700415
경상북도,김천시,경로당,교동경로당,경상북도 김천시 김산향교길 6(교동),266,102,김천시,054-420-6813,128.09496636,36.13894179
경상북도,김천시,학교,금릉초등학교,경상북도 김천시 구읍길 57(삼락동),2601,1000,김현이,054-421-2387,128.09250056,36.13930861
경상북도,김천시,경로당,자산경로당,경상북도 김천시 자산3길 16(성내동),283,108,김세종,054-421-2313,128.12206866,36.12078021
경상북도,김천시,학교,성의여자고등학교,경상북도 김천시 평화순환길 250-11 (평화동),1331,511,김선협,054-421-2343,128.1126308,36.11943143
경상북도,김천시,경로당,평화경로당,경상북도 김천시 평화중앙4길 24(평화동),73,27,김미옥,054-421-2342,128.11246165,36.12180909
경상북도,김천시,경로당,경천경로당,경상북도 김천시 구름다리길 32(평화동),155,59,김미옥,054-421-2342,128.11640692,36.12505469
경상북도,김천시,경로당,비둘기경로당,경상북도 김천시 평화중앙11길 35-5 (평화동),86,32,김미옥,054-421-2342,128.11572843,36.12033017
경상북도,김천시,경로당,중앙경로당,경상북도 김천시 평화12길 10(평화동),204,78,김미옥,054-421-2342,128.11059522,36.12461042
경상북도,김천시,경로당,도서경로당,경상북도 김천시 평화중앙1길 20(평화동),61,23,김미옥,054-421-2342,128.11044108,36.12188891
경상북도,김천시,경로당,후생경로당,경상북도 김천시 후생1길 14(평화동),125,47,김미옥,054-421-2342,128.10642491,36.12789754
경상북도,김천시,관공서,평화남산동 주민센터,경상북도 김천시 평화순환길 291(평화동),653,251,김선협,054-421-2343,128.10950209,36.12522691
경상북도,김천시,학교,김천초등학교,경상북도 김천시 남산공원3길 12(남산동),819,315,,,128.12102646,36.11804733
경상북도,김천시,경로당,노실경로당,경상북도 김천시 노실고개3길 19(남산동),82,31,김미옥,054-421-2342,128.11484023,36.11782851
경상북도,김천시,경로당,남산경로당,경상북도 김천시 과하샘1길 12(남산동),162,62,김미옥,054-421-2342,128.11721881,36.11689344
경상북도,김천시,경로당,황금공원경로당,경상북도 김천시 자래봉길 31-2 (황금동),63,24,김세기,054-421-2352,128.12222951,36.1150123
경상북도,김천시,경로당,학사대경로당,경상북도 김천시 학사대1길 10(황금동),63,24,김세기,054-421-2352,128.11878071,36.11549118
경상북도,김천시,경로당,황금경로당,경상북도 김천시 가산1길 8(황금동),107,41,김세기,054-421-2352,128.12397607,36.11341718
경상북도,김천시,관공서,양금동 주민센터,경상북도 김천시 강변로 178(황금동),1281,492,김화정,054-421-2357,128.1233964,36.11048443
경상북도,경주시,학교,내남초등학교,경상북도 경주시 내남면 경덕로 286,590,227,,,129.19559984,35.76479931
경상북도,경주시,학교,의곡초등학교,경상북도 경주시 산내면 문복로 1798-6 ,266,103,,,129.047383,35.754909
경상북도,경주시,학교,산내중학교,경상북도 경주시 산내면 문복로 1797-27 ,466,180,,,129.04649639,35.75238992
경상북도,경주시,학교,아화중학교,경상북도 경주시 서면 아화양지길 41,302,117,,,129.04729204,35.89969285
경상북도,경주시,학교,아화초등학교,경상북도 경주시 서면 내서로 461,809,312,,,129.05316834,35.89237304
경상북도,경주시,학교,금장초등학교,경상북도 경주시 현곡면 등나무길 18-6 ,799,308,,,129.20601115,35.87369211
경상북도,경주시,학교,나원초등학교,경상북도 경주시 현곡면 안현로 20,581,224,,,129.20342398,35.86959579
경상북도,경주시,학교,경주디자인고등학교,경상북도 경주시 현곡면 용담로 694,1262,486,,,129.16335174,35.90029457
경상북도,경주시,학교,화랑중학교,경상북도 경주시 현곡면 등나무길 18-8 ,273,105,,,129.20328554,35.87429709
경상북도,경주시,학교,강동초등학교,경상북도 경주시 강동면 강동로 80,676,260,,,129.27681506,35.99199284
경상북도,경주시,학교,천북초등학교,경상북도 경주시 천북면 천북로 343,418,161,,,129.26765305,35.89672162
전라북도,익산시,학교,웅포초등학교 강당,전라북도 익산시 웅포면 강변로 10-1 ,152,58,,063-861-5784,126.87808475,36.0652346
전라북도,익산시,관공서,웅포면주민센터,전라북도 익산시 웅포면 강변로 9,99,38,,063-862-6120,126.87689599,36.06443565
전라북도,익산시,학교,성당초등학교 강당,전라북도 익산시 성당면 성당로 354-16 ,995,382,,063-861-0443,126.92657365,36.09999166
전라북도,익산시,학교,성당중학교 강당,전라북도 익산시 성당면 함안로 671-333 ,305,117,임영옥,063-862-0505,126.92956125,36.08733582
전라북도,익산시,관공서,용안면주민센터,전라북도 익산시 용안면 용안교동1길 21,457,175,용안면장,859-3143,126.95231499,36.12008611
전라북도,익산시,기타시설,용머리권역 상생관,전라북도 익산시 용안면 강변로 1087-12 ,702,270,,063-859-3143,126.93149942,36.1285623
전라북도,익산시,기타시설,낭산복지회관,전라북도 익산시 낭산면 낭산중앙로 403,220,84,,063-859-3156,127.00959313,36.07688132
전라북도,익산시,학교,용성초등학교 급식실,전라북도 익산시 낭산면 하맹길 183,148,56,,063-861-7920,127.00019562,36.05622555
전라북도,익산시,관공서,망성면사무소,전라북도 익산시 망성면 안성로 726,990,380,,063-859-3215,127.02058787,36.13258798
전라북도,익산시,마을회관,여산면민회관,전라북도 익산시 여산면 여산동촌길 6,397,152,,063-859-3244,127.08573343,36.05716847
전라북도,익산시,기타시설,가람어울림센터,전라북도 익산시 여산면 서촌2길 15,170,65,,063-859-3244,127.0832844,36.0592546
전라북도,익산시,학교,금마초등학교 강당,전라북도 익산시 금마면 금마4길 38,1269,488,,063-836-6016,127.05706097,35.99124409
전라북도,익산시,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",금마 다목적체육관,전라북도 익산시 금마면 미륵사지로1길 57-13 ,811,311,노병오,063-859-3263,127.056661,35.991866
전라북도,익산시,학교,미륵초등학교 강당,전라북도 익산시 금마면 용순길 243,1295,498,,063-836-7996,127.02171507,36.00164972
전라북도,익산시,관공서,왕궁면주민센터,전라북도 익산시 왕궁면 흥암1길 14,72,27,,063-832-4001,127.08787711,35.9663675
전라북도,익산시,"연수,숙박",왕궁온천,전라북도 익산시 왕궁면 온천길 38,258,78,황강원,063-859-5348,127.05786873,35.92411827
전라북도,익산시,학교,춘포초등학교 강당,전라북도 익산시 춘포면 춘포로 408,282,108,,063-842-8212,127.01088768,35.90186674
전라북도,익산시,관공서,춘포면사무소,전라북도 익산시 춘포면 춘포2길 11,108,41,,063-859-3325,127.00519515,35.90097752
전라북도,익산시,학교,삼기중학교 강당,전라북도 익산시 삼기면 황금로 499,504,193,,063-858-7929,126.98291236,36.02179628
전라북도,익산시,관공서,황등면주민센터,전라북도 익산시 황등면 황등로 140-5 ,170,65,,063-859-3050,126.94506451,36.00445616
전라북도,익산시,관공서,오산면주민센터,전라북도 익산시 오산면 평동로 323,307,118,,063-859-3036,126.91634745,35.93863714
전라북도,익산시,학교,황등중학교 강당,전라북도 익산시 황등면 황금로 18,797,306,,063-720-3600,126.94653201,36.00740382
전라북도,익산시,학교,이리마한초등학교 강당,전라북도 익산시 무왕로17길 47(영등동),872,335,,063-831-6144,126.97934957,35.96300391
전라북도,익산시,학교,이리영등초등학교 강당,전라북도 익산시 동서로41길 37(영등동),818,314,,063-835-0768,126.97268079,35.95322875
전라북도,익산시,학교,이리동북초등학교 강당,전라북도 익산시 고봉로 190-3 (영등동),739,284,,063-857-1280,126.96808796,35.94957402
전라북도,익산시,학교,이리동초등학교 강당,전라북도 익산시 동서로51길 57(영등동),815,313,교장,063-830-6803,126.9771694,35.95694175
전라북도,익산시,관공서,영등1동주민센터,전라북도 익산시 고봉로18길 34(영등동),694,266,,063-859-3567,126.97262531,35.95229425
전라북도,익산시,관공서,어양동주민센터,전라북도 익산시 동서로63길 43(어양동),400,153,,859-3685,126.98427218,35.95534348
전라북도,익산시,학교,팔봉초등학교 강당,전라북도 익산시 무왕로31길 10(팔봉동),809,311,,063-835-2878,127.01306978,35.96759631
전라북도,익산시,관공서,팔봉동주민센터,전라북도 익산시 무왕로 1408(팔봉동),221,85,,063-859-3749,127.01167859,35.96517564
전라북도,익산시,학교,익산부송중학교 강당,전라북도 익산시 선화로69길 6(부송동),686,263,,063-839-3500,126.99553386,35.95591927
전라북도,익산시,관공서,삼성동주민센터,전라북도 익산시 부송로 125(부송동),162,62,삼성동장,859-3986,126.98943776,35.96270625
전라북도,정읍시,학교,소성초등학교,전라북도 정읍시 소성면 보화1길 130,795,305,소성초등학교장,063-537-2290,126.7782571,35.55501782
전라북도,정읍시,학교,고부초등학교,전라북도 정읍시 고부면 교동3길 14,448,172,고부초등학교장,063-536-3021,126.77186007,35.62162758
전라북도,정읍시,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",서부복지센터,전라북도 정읍시 영원면 영원로 1052,1262,485,영원면장,539-7282,126.78444109,35.65267555
전라북도,정읍시,학교,덕천초등학교,전라북도 정읍시 덕천면 황토현로 831,586,225,덕천초등학교장,063-536-5026,126.81906841,35.62890035
전라북도,정읍시,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",말목장터 어울림센터,전라북도 정읍시 이평면 말목장터길 5-29 ,667,256,김동주,010-4214-8890,126.83714961,35.66433487
전라북도,익산시,학교,함라초등학교 강당,전라북도 익산시 함라면 함라1길 66,377,145,,063-856-9852,126.91105867,36.05926783
전라북도,익산시,학교,함라중학교 강당,전라북도 익산시 함라면 함낭로 61-18 ,430,165,,063-856-9850,126.91735654,36.06491863
전라북도,정읍시,학교,입암초등학교,전라북도 정읍시 입암면 입암중앙길 29,540,207,입암초등학교장,063-534-2046,126.79703344,35.50596851
경상북도,예천군,학교,예천동부초등학교,경상북도 예천군 예천읍 효자로 171-24 (예천교육청교원연립주택),550,211,,652-2047,128.45855168,36.66134973
경상북도,예천군,기타시설,예천육상실내훈련장,경상북도 예천군 예천읍 충효로 395,2830,1088,,,128.46365828,36.6594632
경상북도,예천군,기타시설,청소년수련관,경상북도 예천군 예천읍 충효로 393,1684,647,,,128.46308973,36.65643442
경상북도,예천군,학교,예천초등학교,경상북도 예천군 예천읍 효자로 43,903,347,,652-2027,128.45018455,36.65580792
경상북도,예천군,학교,예천초등학교 본관교사동,경상북도 예천군 예천읍 효자로 43,1867,718,,054-652-2027,128.44979168,36.65614005
경상북도,예천군,기타시설,예천군문화회관,경상북도 예천군 예천읍 충효로 209-15 ,2444,939,,,128.44577776,36.65140857
전라북도,익산시,학교,흥왕초등학교 강당,전라북도 익산시 용동면 흥왕1길 27,290,111,,063-862-7671,126.99691697,36.10529373
전라북도,정읍시,학교,수성초등학교,전라북도 정읍시 수성3로 21(수성동),732,281,수성초등학교장,063-532-3785,126.85663159,35.58434758
전라북도,정읍시,학교,동초등학교,전라북도 정읍시 충정로 176(장명동),935,359,동초등학교장,063-535-2009,126.86169963,35.5671625
전라북도,정읍시,관공서,장명동주민센터,전라북도 정읍시 중앙1길 147(장명동),193,74,장명동장,0635397722,126.85661494,35.56756607
전라북도,정읍시,학교,정읍여자고등학교,전라북도 정읍시 충정로 56-11 (상동),640,246,구진희,063-535-4549,126.87109231,35.55919711
전라북도,정읍시,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",내장상동공감플러스센터,전라북도 정읍시 충정로 25(상동),173,66,한인철,063-539-6834,126.87156279,35.55664076
