업체명,품목명,주소,대표전화번호,시도명,시군구명,경도,위도
동양마트,"쌀, 생수, 부탄가스, 부식 등",경상남도 창원시 의창구 명지로 11 (명서동),055-238-6287,경상남도,창원시,128.641776,35.25071576
남창원농협 농수산물종합유통센터,"쌀, 생수, 부탄가스, 부식 등",경상남도 창원시 성산구 가음로 100(가음동),055-286-1000,경상남도,창원시,128.7031587,35.20401816
365할인마트,"쌀, 생수, 부탄가스, 부식 등(소량)",경상남도 창원시 성산구 성주로 147(남산동),055-263-8822,경상남도,창원시,128.7015523,35.19922275
마산시농업협동조합 하나로마트,"쌀, 생수, 부탄가스, 부식 등",경상남도 창원시 마산합포구 해안대로 31(해운동),055-222-8049,경상남도,창원시,128.5618855,35.18070248
진해농협협동조합 하나로마트,"쌀, 생수, 부식 등",경상남도 창원시 진해구 진해대로776번길 28(석동),055-541-5200,경상남도,창원시,128.698128,35.15660685
홈플러스 진주점,"쌀, 생수, 부탄가스, 부식 등",경상남도 진주시 대신로 304,055-771-8124,경상남도,진주시,128.1177223,35.18757914
이마트 진주점,"쌀, 생수, 부탄가스, 부식 등",경상남도 진주시 진양호로 477,055-749-1050,경상남도,진주시,128.077415,35.19159662
롯데마트 진주점,"쌀, 생수, 부탄가스, 부식 등",경상남도 진주시 동진로 440,055-790-2580,경상남도,진주시,128.1398413,35.18015403
오렌지마트,"쌀, 생수, 부탄가스, 부식 등",경상남도 진주시 모덕로 89,055-757-3380,경상남도,진주시,128.107619,35.18280649
뉴월드마트주식회사,"쌀, 생수, 부탄가스, 락스,  부식류 등",경상남도 통영시 북신시장1길 12(북신동),055-648-7703,경상남도,통영시,128.4274399,34.85670612
㈜롯데마트 통영점,"쌀, 생수, 부탄가스, 락스,  부식류 등",경상남도 통영시 무전대로 65(무전동),055-640-2522,경상남도,통영시,128.4282376,34.86057814
서원유통(주) 삼천포점,"쌀, 생수,  부식 등",경상남도 사천시 새시장길 19,055-835-4115,경상남도,사천시,128.0790958,34.93215786
김해축산농협 하나로마트 본점,"쌀, 생수, 부탄가스, 부식 등",경상남도 김해시 분성로308번길 18(서상동),055-310-5733,경상남도,김해시,128.8798218,35.23142661
김해축산농협 하나로마트 서부점,"쌀, 생수, 부탄가스, 부식 등",경상남도 김해시 함박로 4(외동),055-322-5312,경상남도,김해시,128.8545713,35.23403064
농협하나로클럽,"쌀, 생수, 부탄가스, 부식 등",경상남도 김해시 칠산로 128(신문동),055-310-7011,경상남도,김해시,128.8363814,35.18384795
필프라이스삼광점,"쌀, 생수, 부탄가스, 부식 등",경상남도 밀양시 석정로 115,055-354-3572,경상남도,밀양시,128.7520959,35.49997699
단골약국,"연고, 밴드, 구급상자 등",경상남도 밀양시 북성로 10,055-354-1578,경상남도,밀양시,128.7440151,35.4980498
연초농협 하나로마트 본점,"쌀, 라면, 생수, 부탄가스, 부식 등",경상남도 거제시 연초면 거제북로 26-1,055-636-0778,경상남도,거제시,128.6553491,34.91348088
하나로마트 양산축협중부지점,"쌀, 생수, 라면, 햇반 등",경상남도 양산시 장터2길 4,055-385-3000,경상남도,양산시,129.0373916,35.34325353
농협하나로마트 의령점,"쌀, 생수, 부탄가스, 부식 등",경상남도 의령군 의령읍 의병로14길 29,055-572-9500,경상남도,의령군,128.2597706,35.31717217
함안축협하나로마트,"생수, 부식류, 생필품",경상남도 함안군 가야읍 함안대로 524,055-584-2180,경상남도,함안군,128.4082253,35.27403679
㈜트라이얼코리아 함안점,"생수, 부식류, 생필품",경상남도 함안군 가야읍 함마대로 1636-16,055-585-3792,경상남도,함안군,128.4090351,35.27937953
그린DC마트,"생수, 부식류, 생필품",경상남도 함안군 칠원읍 삼칠로 147,055-586-2222,경상남도,함안군,128.5183001,35.30912001
진마트 창녕점,"쌀, 생수, 부탄가스, 부식 등",경상남도 창녕군 창녕읍 명덕로 27,055-532-6641,경상남도,창녕군,128.4929124,35.54299094
고성축산업협동조합하나로마트,"쌀, 생수, 부탄가스, 부식 등",경상남도 고성군 고성읍 성내로 47(외 1필지),055-673-4666,경상남도,고성군,128.3143892,34.97696976
하나로마트 남해농협,"쌀, 생수, 부탄가스, 부식 등",경상남도 남해군 남해읍 화전로122번길 2 남해농협,055-864-3324,경상남도,남해군,127.8940508,34.84190229
하나로마트 남해축협본점,"쌀, 생수, 부탄가스, 부식 등",경상남도 남해군 남해읍 화전로78번가길 9 남해축협,055-863-4081,경상남도,남해군,127.8947684,34.83866687
남해도매유통,"쌀, 생수, 부탄가스, 부식 등",경상남도 남해군 남해읍 망운로 54-35,055-864-7633,경상남도,남해군,127.8887151,34.83876397
홈마트,"쌀, 생수, 부탄가스, 부식 등",경상남도 남해군 남해읍 화전로13,055-864-8585,경상남도,남해군,127.8974617,34.83335599
농협하나로마트(하동),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 하동읍 중앙1길 16 ,055-880-8367,경상남도,하동군,127.7472786,35.06960801
농협하나로마트(화개),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 화개면 화개로 38 ,055-880-4912,경상남도,하동군,127.6245348,35.19160258
농협하나로마트(악양),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 악양면 악양서로 384 ,055-884-6860,경상남도,하동군,127.7099762,35.16402699
농협하나로마트(적량),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 적량면 적량로 99,055-884-6695,경상남도,하동군,127.7759172,35.08354845
농협하나로마트(횡천),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 횡천면 문화1길 5,055-880-4517,경상남도,하동군,127.8111747,35.10883722
농협하나로마트(고전),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 고전면 재첩길 5-4,055-882-5011,경상남도,하동군,127.804969,34.99781982
농협하나로마트(금남),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 금남면 제먼당길 89 ,055-880-4016,경상남도,하동군,127.8598403,34.94983521
농협하나로마트(고남),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 금남면 섬진강대로 961,055-880-4074,경상남도,하동군,127.8099218,34.99628251
농협하나로마트(금성),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 금성면 신도길 127 ,055-880-4074,경상남도,하동군,127.7905037,34.96409931
농협하나로마트(진교),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 진교면 경충로 1059 ,055-880-4142,경상남도,하동군,127.9048222,35.02815119
농협하나로마트(양보),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 양보면 진양로 739 ,055-880-4113,경상남도,하동군,127.8442001,35.04695865
농협하나로마트(북천),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 북천면 경서대로 2463,055-882-9100,경상남도,하동군,127.893933,35.11528943
농협하나로마트(옥종),"쌀, 생수, 부탄가스, 부식 등",경상남도 하동군 옥종면 옥종중앙길 52-3,055-883-8744,경상남도,하동군,127.8798125,35.18001255
농협하나로마트  산청읍점,"쌀, 라면, 즉석식품, 생수, 부탄가스, 부식 등",경상남도 산청군 산청읍 웅석봉로 3,055-970-2581,경상남도,산청군,127.8773351,35.41644362
함양농협 하나로마트,"쌀, 생수, 부탄가스, 부식 등 생필품",경상남도 함양군 함양읍 함양로 1119-1,055-964-0835,경상남도,함양군,127.7267318,35.51884475
거창축협하나로마트 본점,"쌀, 생수, 부탄가스, 부식 등",경상남도 거창군 거창읍 강변로8길 32-22,055-943-9589,경상남도,거창군,127.9104291,35.68556892
대백마트 상림점,"쌀, 생수, 부탄가스, 부식 등",경상남도 거창군 거창읍 공수들1길 87,055-945-7000,경상남도,거창군,127.9018789,35.68794497
하나로마트 합천농협본점,"쌀, 생수, 부탄가스, 부식 등",경상남도 합천군 합천읍 대야로 904,055-932-0830,경상남도,합천군,128.1641287,35.56876943
롯데슈퍼 합천점,"쌀, 생수, 부탄가스, 부식 등",경상남도 합천군 합천읍 충효로 39,055-931-5601,경상남도,합천군,128.1604841,35.5638547
제주시농협 하나로마트 제주점,"생수, 쌀, 부식류, 생필품 등",제주특별자치도 제주시 남광로206,064-729-1551,제주특별자치도,제주시,126.5531065,33.50378354
제주시농협 하나로마트 한림점,"생수, 쌀, 부식류, 생필품 등",제주특별자치도 제주시 한림읍 한림상로 101,064-795-2005,제주특별자치도,제주시,126.2638787,33.40998855
김녕킹마트,"생수, 쌀, 부식류, 생필품 등",제주특별자치도 제주시 김녕로124,064-784-8789,제주특별자치도,제주시,126.7513079,33.55467976
서귀포산림조합 산림마트,"생수, 쌀, 부식류, 생필품 등",제주특별자치도 서귀포시 중산간동로 8462-2,064-739-9544,제주특별자치도,서귀포시,126.5129644,33.26060906
