SPOT_NM,DO_NM,CTY_NM,ADRES
북한산공원청수천,서울특별시,성북구,서울특별시 성북구 정릉동 
백수,부산광역시,사상구,부산광역시 사상구 모라동 91-1
청수,부산광역시,사상구,부산광역시 사상구 괘법동 1
승학(학장),부산광역시,사상구,부산광역시 사상구 학장동 165
구봉약수터,부산광역시,동구,부산광역시 동구 범일동 65-121
실이봉약수터,부산광역시,동구,부산광역시 동구 범일동 65-121
녹수약수터,부산광역시,동구,부산광역시 동구 범일동 65-121
산수약수터,부산광역시,동구,부산광역시 동구 수정동 65-121
조기약수터,부산광역시,동구,부산광역시 동구 수정동 65-121
감나무골약수터,부산광역시,동구,부산광역시 동구 수정동 23
청조약수터,부산광역시,동구,부산광역시 동구 수정동 37
봉수약수터,부산광역시,동구,부산광역시 동구 초량동 29
수정샘약수터,부산광역시,동구,부산광역시 동구 초량동 29
만수약수터,부산광역시,동구,부산광역시 동구 초량동 26
새구봉천약수터,부산광역시,동구,부산광역시 동구 초량동 34-1
녹산약수터,부산광역시,동구,부산광역시 동구 초량동 34-1
전원약수터,부산광역시,동구,부산광역시 동구 초량동 64-3
백운사약수터,부산광역시,동구,부산광역시 동구 수정동 17
바가지샘약수터,부산광역시,동구,부산광역시 동구 수정동 37
수박골,부산광역시,금정구,부산광역시 금정구 금성동 69
삼밭골,부산광역시,금정구,부산광역시 금정구 장전동 30
호국사2,부산광역시,금정구,부산광역시 금정구 장전동 30
보광암,부산광역시,금정구,부산광역시 금정구 장전동 29-4
광천,경기도,군포시,경기도 군포시 산본동 60
옥천,경기도,군포시,경기도 군포시 금정동 34
주공4단지,경기도,군포시,경기도 군포시 산본동 99-4
희망,경기도,군포시,경기도 군포시 당동 859
다산,경기도,군포시,경기도 군포시 금정동 871-15
능안,경기도,군포시,경기도 군포시 산본동 1065
속달,경기도,군포시,경기도 군포시 속달동 3-1
장수,경기도,군포시,경기도 군포시 당동 48-1
당너머,경기도,군포시,경기도 군포시 당동 39-31
만의사,,,경기도 화성시 동탄면 중리 산 133  113
독지리,경기도,화성시,경기도 화성시 송산면 677-2
구름재약수터,부산광역시,수영구,부산광역시 수영구 광안동 35-1
동굴약수터,부산광역시,수영구,부산광역시 수영구 광안동 19
고락산2,전라남도,여수시,전라남도 여수시 시전동 54
뒷골참샘,전라남도,순천시,전라남도 순천시 금곡동 31
망북,전라남도,순천시,전라남도 순천시 용당동 8-1
봉화산,전라남도,순천시,전라남도 순천시 서면 238
남산철탑,전라남도,순천시,전라남도 순천시 덕월동 115
가곡,전라남도,순천시,전라남도 순천시 가곡동 114-1
가장골,전라남도,순천시,전라남도 순천시 남정동 12-1
미륵암,부산광역시,영도구,부산광역시 영도구 동삼동 149-1
옹달샘약수터,부산광역시,사하구,부산광역시 사하구 괴정동 93-1
승학약수터,부산광역시,사하구,부산광역시 사하구 당리동 34
정각사약수터,부산광역시,사하구,부산광역시 사하구 당리동 45-1
몰운대약수터,부산광역시,사하구,부산광역시 사하구 다대동 144
낫개약수터,부산광역시,사하구,부산광역시 사하구 다대동 1-16
보덕포약수터,부산광역시,사하구,부산광역시 사하구 장림동 96-1
옥녀약수터,부산광역시,사하구,부산광역시 사하구 감천동 71
천마산약수터,부산광역시,사하구,부산광역시 사하구 감천동 13
김종수,부산광역시,사하구,부산광역시 사하구 감천동 6-1723
얼음골약수터,부산광역시,수영구,부산광역시 수영구 망미동 114
삼성약수터,부산광역시,수영구,부산광역시 수영구 망미동 107-1
조광약수터,부산광역시,수영구,부산광역시 수영구 광안동 35-2
양지약수터,부산광역시,수영구,부산광역시 수영구 망미동 114
연등약수터,전라남도,여수시,전라남도 여수시 연등동 641-2
구봉산약수터,전라남도,여수시,전라남도 여수시 봉산동 181-4
텃골약수터,전라남도,여수시,전라남도 여수시 여서동 220-2
청룡,경기도,의정부시,경기도 의정부시 금오동 31-1
기념비,경기도,의정부시,경기도 의정부시 자일동 92-3
본자일,경기도,의정부시,경기도 의정부시 자일동 48-3
무지랭이,경기도,의정부시,경기도 의정부시 낙양동 38-1
어룡,경기도,의정부시,경기도 의정부시 산곡동 10-1
성불사,경기도,의정부시,경기도 의정부시 가능동 81-2
사폐산,경기도,의정부시,경기도 의정부시 가능동 81-2
불로,경기도,의정부시,경기도 의정부시 가능동 81-2
신정,경기도,의정부시,경기도 의정부시 의정부동 11-6
바위샘,경기도,의정부시,경기도 의정부시 장암동 82-1
수락산계곡,경기도,의정부시,경기도 의정부시 장암동 19-1
수락산,경기도,의정부시,경기도 의정부시 장암동 19-2
만가대,경기도,의정부시,경기도 의정부시 용현동 61
북부출장소,경기도,의정부시,경기도 의정부시 호원동 119-151
회룡샘,경기도,의정부시,경기도 의정부시 호원동 304
천보,경기도,의정부시,경기도 의정부시 금오동 45-1
용암,경기도,의정부시,경기도 의정부시 호원동 304
물통공약수터,전라남도,담양군,전라남도 담양군 용면 6
한재골약수터,전라남도,담양군,전라남도 담양군 대전면 100-6
억불약수터,전라남도,장흥군,전라남도 장흥군 장흥읍 
체육공원,부산광역시,남구,부산광역시 남구 문현동 7
문현,부산광역시,남구,부산광역시 남구 문현동 7
중앙늘샘쉽터②,부산광역시,남구,부산광역시 남구 대연동 54-36
동부주택,경기도,남양주시,경기도 남양주시 진접읍 593
계전,경기도,남양주시,경기도 남양주시 화도읍 215
천의,서울특별시,강남구,서울특별시 강남구 개포동 53-30
청담,서울특별시,강남구,서울특별시 강남구 청담동 66-3
체력단련장,서울특별시,강남구,서울특별시 강남구 일원동 436-6
장지공원,서울특별시,송파구,서울특별시 송파구 장지동 851
고덕,서울특별시,강동구,서울특별시 강동구 고덕동 497
광능,서울특별시,강동구,서울특별시 강동구 암사동 10
둔촌,서울특별시,강동구,서울특별시 강동구 둔촌동 11-6
둔촌(1),서울특별시,강동구,서울특별시 강동구 둔촌동 153
둔촌(2),서울특별시,강동구,서울특별시 강동구 둔촌동 153
샘터,서울특별시,강동구,서울특별시 강동구 고덕동 287
동네뒷산,서울특별시,강동구,서울특별시 강동구 상일동 54-1
강일,서울특별시,강동구,서울특별시 강동구 강일동 8-1
남산공원남산,서울특별시,용산구,서울특별시 용산구 한남동 10-77
남산공원수복천,서울특별시,용산구,서울특별시 용산구 이태원동 1-5
남산공원나들이,서울특별시,중랑구,서울특별시 중랑구 망우동 71
북한산공원냉골조기회,서울특별시,강북구,서울특별시 강북구 수유동 
북한산공원도성암위,서울특별시,강북구,서울특별시 강북구 수유동 
북한산공원범골조기회,서울특별시,강북구,서울특별시 강북구 수유동 
북한산공원보국문밑,서울특별시,성북구,서울특별시 성북구 정릉동 
북한산공원산정,서울특별시,도봉구,서울특별시 도봉구 도봉동 
장산제일약수터,부산광역시,해운대구,부산광역시 해운대구 재송동 31
장산산림욕장약수터,부산광역시,해운대구,부산광역시 해운대구 우동 148-1
초록공원위약수터,부산광역시,해운대구,부산광역시 해운대구 반여동 110-2
삼어체육시설옆약수터,부산광역시,해운대구,부산광역시 해운대구 반여동 300
서대신동공동우물,부산광역시,서구,부산광역시 서구 서대신동3가 7-3
대신공원민속관,부산광역시,서구,부산광역시 서구 동대신동3가 2-2
대신공원석탑,부산광역시,서구,부산광역시 서구 동대신동3가 2-2
대신공원구이,부산광역시,서구,부산광역시 서구 동대신동3가 2-2
대신공원대동,부산광역시,서구,부산광역시 서구 동대신동3가 2-2
옥천골약수터,전라남도,담양군,전라남도 담양군 대덕면 66
물통공약수터,전라남도,담양군,전라남도 담양군 용면 6
선강(하),부산광역시,북구,부산광역시 북구 구포동 42-1
이칠약수터,부산광역시,사상구,부산광역시 사상구 모라동 93
서당골,부산광역시,사상구,부산광역시 사상구 모라동 
탑골,부산광역시,사상구,부산광역시 사상구 괘법동 1
삼각산,부산광역시,사상구,부산광역시 사상구 괘법동 1
건강,부산광역시,사상구,부산광역시 사상구 주례동 113
백양골,부산광역시,사상구,부산광역시 사상구 주례동 113-11
체육공원,부산광역시,남구,부산광역시 남구 문현동 7
문현,부산광역시,남구,부산광역시 남구 문현동 7
중앙늘샘쉽터②,부산광역시,남구,부산광역시 남구 대연동 54-36
냉수욕터,부산광역시,남구,부산광역시 남구 대연동 54-37
안창,부산광역시,남구,부산광역시 남구 대연동 53-19
대연샘,부산광역시,남구,부산광역시 남구 대연동 54-56
청량산,부산광역시,남구,부산광역시 남구 용당동 51-9
아래솔밭,부산광역시,남구,부산광역시 남구 용당동 123-22
용당12통,부산광역시,남구,부산광역시 남구 용당동 401-1
장산,부산광역시,남구,부산광역시 남구 용호동 101
장군묘,부산광역시,남구,부산광역시 남구 용호동 113-2
장자산,부산광역시,남구,부산광역시 남구 용호동 30-1
이기대큰고개,부산광역시,남구,부산광역시 남구 용호동 138-1
이기대,부산광역시,남구,부산광역시 남구 용호동 29
녹산우물,부산광역시,강서구,부산광역시 강서구 녹산동 12
이세미샘,부산광역시,강서구,부산광역시 강서구 죽림동 775-5
용소약수터,부산광역시,기장군,부산광역시 기장군 기장읍 10
불광산약수터,부산광역시,기장군,부산광역시 기장군 장안읍 53-1
만리산약수터,부산광역시,동구,부산광역시 동구 범일동 65-121
구봉약수터,부산광역시,동구,부산광역시 동구 범일동 65-121
실이봉약수터,부산광역시,동구,부산광역시 동구 범일동 65-121
보문석천,대전광역시,중구,대전광역시 중구 대사동 3-71
상봉,대전광역시,중구,대전광역시 중구 대사동 3-71
명수천,대전광역시,중구,대전광역시 중구 부사동 2-13
송학사,대전광역시,중구,대전광역시 중구 문화동 18-1
고촉사,대전광역시,중구,대전광역시 중구 문화동 18-1
